SKU,Toy Name,Price,Quantity,Age Range,Manufacturer
20875,Board Game,83.95,34,5-10,Lego
20884,Stuffed Elephant,47.87,61,3-6,Lego
20898,Puzzle,87.11,6,9-15,Lego
20904,Board Game,17.3,63,2-5,Lego
20905,Puzzle,63.42,21,6-12,Lego
20906,Lego Set,27.15,2,9-15,Lego
20928,RC Car,76.06,22,2-5,Lego
20934,Building Blocks,65.67,42,8-14,Lego
20939,Building Blocks,10.77,48,2-5,Lego
20940,Building Blocks,19.35,74,4-7,Lego
20967,Lego Set,97.16,62,2-5,Lego
20980,Stuffed Elephant,59.28,44,1-3,Lego
20983,Building Blocks,49.91,59,1-3,Lego
21023,Building Blocks,49.24,78,4-7,Lego
21032,Dollhouse,54.79,95,3-6,Lego
21035,Action Figure,98.58,21,9-15,Lego
21038,Building Blocks,17.02,95,3-6,Lego
21052,Dollhouse,96.54,58,5-10,Lego
21075,Action Figure,55.65,3,8-14,Lego
21089,Action Figure,21.95,54,2-5,Lego
21098,Puzzle,12.55,28,9-15,Lego
21099,Action Figure,45.82,7,3-6,Lego
21105,RC Car,61.74,79,8-14,Lego
21122,Building Blocks,19.78,12,4-7,Lego
21123,Action Figure,80.47,23,4-7,Lego
21138,Puzzle,32.81,62,4-7,Lego
21141,Dollhouse,17.76,37,4-7,Lego
21143,Dollhouse,32.34,47,5-10,Lego
21152,Teddy Bear,22.02,74,1-3,Lego
21154,Dollhouse,44.78,9,2-5,Lego
21155,RC Car,23.43,5,1-3,Lego
21169,Puzzle,23.95,1,4-7,Lego
21171,Water Gun,74.83,38,1-3,Lego
21206,Lego Set,69.09,34,5-10,Lego
21215,Teddy Bear,73.85,71,2-5,Lego
21228,Water Gun,88.53,48,6-12,Lego
21239,Water Gun,87.61,86,3-6,Lego
21251,Building Blocks,71.05,48,1-3,Lego
21277,Teddy Bear,98.2,43,2-5,Lego
21327,Water Gun,5.11,35,7-14,Lego
21332,Action Figure,81.47,77,6-12,Lego
21349,RC Car,93.63,23,8-14,Lego
21354,Stuffed Elephant,18.56,27,7-14,Lego
21355,Teddy Bear,9.52,28,6-12,Lego
21362,Dollhouse,75.77,53,5-10,Lego
21367,Lego Set,29.99,88,2-5,Lego
21378,Lego Set,96.13,51,6-12,Lego
21399,Building Blocks,77.89,57,1-3,Lego
21409,Board Game,29.6,6,5-10,Lego
21426,Dollhouse,41.84,64,3-6,Lego
21429,Lego Set,19.59,38,7-14,Lego
21431,Action Figure,56.04,11,2-5,Lego
21436,Teddy Bear,64.56,17,8-14,Lego
21454,Stuffed Elephant,92.01,43,1-3,Lego
21465,Board Game,51.21,55,3-6,Lego
21468,Dollhouse,31.05,34,1-3,Lego
21472,RC Car,63.85,56,4-7,Lego
21507,Dollhouse,47.36,6,1-3,Lego
21511,Lego Set,78.25,25,7-14,Lego
21521,Stuffed Elephant,52.82,39,2-5,Lego
21532,Action Figure,98.14,92,8-14,Lego
21544,Action Figure,22.51,78,3-6,Lego
21545,Puzzle,31.41,32,5-10,Lego
21549,Water Gun,70.49,53,3-6,Lego
21551,Stuffed Elephant,27.11,28,3-6,Lego
21574,Board Game,75.85,2,3-6,Lego
21575,Teddy Bear,29.81,22,3-6,Lego
21580,Teddy Bear,14.97,16,6-12,Lego
21595,Puzzle,71.73,48,7-14,Lego
21611,Water Gun,82.31,80,6-12,Lego
21617,Action Figure,91.35,31,6-12,Lego
21619,Dollhouse,74.73,92,7-14,Lego
21630,Water Gun,97.96,57,5-10,Lego
21632,RC Car,89.36,63,2-5,Lego
21635,Building Blocks,73.55,18,4-7,Lego
21650,Action Figure,78.93,39,8-14,Lego
21678,RC Car,95.3,45,3-6,Lego
21685,RC Car,61.97,35,1-3,Lego
21688,Puzzle,99.25,58,7-14,Lego
21706,Lego Set,21.21,3,6-12,Lego
21720,Water Gun,35.1,3,4-7,Lego
21723,Teddy Bear,87.55,92,9-15,Lego
21724,Lego Set,55.35,40,3-6,Lego
21736,RC Car,72.97,46,1-3,Lego
21742,Building Blocks,79.34,63,5-10,Lego
21752,Lego Set,65.64,74,8-14,Lego
21753,Teddy Bear,87.38,48,6-12,Lego
21756,Building Blocks,45.86,56,7-14,Lego
21757,Action Figure,38.99,33,5-10,Lego
21765,Board Game,84.53,95,8-14,Lego
21774,Board Game,60.56,7,8-14,Lego
21775,Water Gun,74.66,8,9-15,Lego
21801,Action Figure,58.67,85,9-15,Lego
21810,Teddy Bear,22.37,64,8-14,Lego
21822,Board Game,98.03,15,1-3,Lego
21823,Teddy Bear,60.26,45,2-5,Lego
21850,Puzzle,96.52,41,9-15,Lego
21860,Dollhouse,85.69,43,8-14,Lego
21861,Action Figure,29.04,7,4-7,Lego
21871,RC Car,90.75,58,8-14,Lego
21873,Stuffed Elephant,37.15,53,9-15,Lego
21884,Action Figure,82.21,55,1-3,Lego
21905,Building Blocks,53.39,95,6-12,Lego
21910,Teddy Bear,23.96,98,4-7,Lego
21917,Puzzle,49.12,28,8-14,Lego
21919,Building Blocks,97.4,36,6-12,Lego
21920,Dollhouse,95.17,33,6-12,Lego
21932,Board Game,38.77,94,3-6,Lego
21940,Puzzle,98.27,80,6-12,Lego
21942,Action Figure,66.7,24,7-14,Lego
21943,Building Blocks,48.02,4,4-7,Lego
21948,Action Figure,29.08,33,7-14,Lego
21958,Teddy Bear,96.17,76,7-14,Lego
21970,Dollhouse,84.41,45,2-5,Lego
21979,Puzzle,64.89,88,6-12,Lego
21982,Stuffed Elephant,27.19,62,8-14,Lego
21991,Puzzle,79.8,27,3-6,Lego
22003,Puzzle,76.03,89,1-3,Lego
22011,Board Game,6.83,75,6-12,Lego
22016,Dollhouse,97.33,44,3-6,Lego
22021,Lego Set,37.73,13,5-10,Lego
22023,Lego Set,69.07,86,4-7,Lego
22049,RC Car,54.33,11,2-5,Lego
22066,Building Blocks,50.65,52,3-6,Lego
22069,Dollhouse,52.84,28,5-10,Lego
22070,Board Game,46.54,54,6-12,Lego
22072,Stuffed Elephant,70.32,27,6-12,Lego
22093,Teddy Bear,55.24,26,3-6,Lego
22103,Action Figure,74.17,41,6-12,Lego
22116,Stuffed Elephant,18.08,61,9-15,Lego
22126,Dollhouse,51.46,45,1-3,Lego
22132,Building Blocks,54.59,57,6-12,Lego
22151,Water Gun,5.47,2,9-15,Lego
22163,Teddy Bear,39.32,81,9-15,Lego
22188,Building Blocks,15.34,13,3-6,Lego
22194,Puzzle,39.86,66,9-15,Lego
22205,Dollhouse,51.33,97,1-3,Lego
22217,Dollhouse,19.22,20,7-14,Lego
22219,Board Game,27.89,32,5-10,Lego
22224,Building Blocks,37.79,69,1-3,Lego
22227,Dollhouse,38.6,20,8-14,Lego
22234,Dollhouse,70.35,27,5-10,Lego
22235,Teddy Bear,59.82,66,1-3,Lego
22236,Board Game,67.48,18,6-12,Lego
22245,RC Car,64.44,70,8-14,Lego
22252,Building Blocks,86.85,86,5-10,Lego
22262,Teddy Bear,19.6,31,7-14,Lego
22268,Puzzle,73.83,31,5-10,Lego
22273,Action Figure,33.46,94,7-14,Lego
22279,Puzzle,75.67,2,5-10,Lego
22281,Puzzle,95.45,89,3-6,Lego
22283,Stuffed Elephant,19.57,62,7-14,Lego
22291,Action Figure,31.75,64,6-12,Lego
22300,Puzzle,96.23,27,7-14,Lego
22312,Board Game,96.44,100,7-14,Lego
22317,Teddy Bear,53.83,37,6-12,Lego
22320,Water Gun,23.72,67,6-12,Lego
22330,Building Blocks,95.79,95,9-15,Lego
22335,Puzzle,57.62,92,8-14,Lego
22338,Teddy Bear,68.57,50,5-10,Lego
22343,Stuffed Elephant,88.28,36,8-14,Lego
22366,Building Blocks,78.33,65,3-6,Lego
22374,Water Gun,95.0,43,4-7,Lego
22376,Puzzle,86.89,32,2-5,Lego
22390,Dollhouse,98.5,18,9-15,Lego
22407,RC Car,85.04,28,8-14,Lego
22430,Board Game,95.67,35,7-14,Lego
22433,Action Figure,72.54,73,2-5,Lego
22435,Puzzle,75.76,84,4-7,Lego
22441,Building Blocks,22.11,15,4-7,Lego
22453,Dollhouse,40.91,22,8-14,Lego
22455,Puzzle,43.27,95,3-6,Lego
22465,Teddy Bear,83.38,27,2-5,Lego
22471,RC Car,18.25,9,6-12,Lego
22492,Building Blocks,64.48,19,5-10,Lego
22530,Lego Set,64.35,59,5-10,Lego
22533,Action Figure,93.61,47,3-6,Lego
22538,Lego Set,44.78,10,3-6,Lego
22540,Dollhouse,56.8,88,7-14,Lego
22547,Dollhouse,82.03,56,4-7,Lego
22552,Stuffed Elephant,91.15,60,7-14,Lego
22576,Lego Set,46.86,65,7-14,Lego
22577,Lego Set,13.68,71,1-3,Lego
22583,Lego Set,16.96,47,1-3,Lego
22611,Building Blocks,76.61,26,6-12,Lego
22618,Building Blocks,49.45,47,6-12,Lego
22642,Lego Set,82.25,18,3-6,Lego
22647,Action Figure,10.2,48,7-14,Lego
22659,Water Gun,18.73,78,4-7,Lego
22684,Action Figure,59.08,78,7-14,Lego
22714,RC Car,8.92,17,1-3,Lego
22731,Water Gun,38.02,79,8-14,Lego
22734,Lego Set,16.48,32,2-5,Lego
22752,Water Gun,39.93,47,6-12,Lego
22772,Action Figure,43.94,3,4-7,Lego
22790,Stuffed Elephant,43.17,94,8-14,Lego
22810,Teddy Bear,10.5,60,7-14,Lego
22836,Dollhouse,51.96,68,7-14,Lego
22847,Building Blocks,34.33,28,1-3,Lego
22858,Action Figure,91.63,31,1-3,Lego
22863,Board Game,66.86,50,5-10,Lego
22865,Building Blocks,79.44,22,5-10,Lego
22867,Stuffed Elephant,49.85,17,6-12,Lego
22879,Building Blocks,39.24,52,1-3,Lego
22880,Building Blocks,98.96,65,5-10,Lego
22888,Teddy Bear,13.5,88,7-14,Lego
22890,Dollhouse,70.8,99,6-12,Lego
22891,RC Car,13.64,26,2-5,Lego
22903,Board Game,21.47,69,2-5,Lego
22904,Teddy Bear,13.13,13,9-15,Lego
22905,RC Car,34.99,75,5-10,Lego
22910,Puzzle,54.51,93,7-14,Lego
22929,Dollhouse,36.78,17,9-15,Lego
22932,RC Car,40.12,86,5-10,Lego
22941,Building Blocks,84.64,18,9-15,Lego
22942,RC Car,7.21,38,2-5,Lego
22980,RC Car,51.06,79,5-10,Lego
22981,Water Gun,73.0,91,6-12,Lego
22993,Teddy Bear,54.0,85,7-14,Lego
23006,Action Figure,93.97,50,8-14,Lego
23009,Teddy Bear,57.03,68,4-7,Lego
23025,Building Blocks,74.99,82,7-14,Lego
23038,Teddy Bear,30.88,25,1-3,Lego
23046,Stuffed Elephant,52.53,72,6-12,Lego
23065,Board Game,24.44,39,3-6,Lego
23077,RC Car,89.58,72,2-5,Lego
23088,RC Car,73.68,61,5-10,Lego
23094,Puzzle,28.74,31,3-6,Lego
23100,RC Car,8.53,92,8-14,Lego
23110,Dollhouse,95.02,90,8-14,Lego
23113,Stuffed Elephant,34.87,94,2-5,Lego
23140,Lego Set,97.89,30,4-7,Lego
23152,Board Game,33.14,11,3-6,Lego
23165,RC Car,26.21,38,9-15,Lego
23171,Stuffed Elephant,26.96,69,2-5,Lego
23176,Board Game,27.59,5,4-7,Lego
23177,Stuffed Elephant,91.84,5,6-12,Lego
23183,Dollhouse,33.97,86,6-12,Lego
23201,Puzzle,81.06,64,2-5,Lego
23202,Building Blocks,74.72,95,5-10,Lego
23212,Puzzle,51.89,19,1-3,Lego
23225,Water Gun,15.94,33,8-14,Lego
23248,Stuffed Elephant,79.98,89,3-6,Lego
23253,Water Gun,30.0,8,7-14,Lego
23261,RC Car,59.18,66,2-5,Lego
23263,Action Figure,97.49,100,5-10,Lego
23276,Stuffed Elephant,76.25,95,6-12,Lego
23278,Dollhouse,82.85,31,8-14,Lego
23280,Dollhouse,35.1,40,3-6,Lego
23281,Lego Set,45.36,16,8-14,Lego
23305,Action Figure,34.11,14,7-14,Lego
23308,Action Figure,66.98,72,1-3,Lego
23311,Lego Set,19.47,62,6-12,Lego
23323,Water Gun,58.05,78,8-14,Lego
23331,Action Figure,22.47,2,8-14,Lego
23335,Lego Set,42.8,76,2-5,Lego
23354,Board Game,52.31,86,8-14,Lego
23359,Lego Set,63.94,70,7-14,Lego
23379,Action Figure,89.25,34,4-7,Lego
23380,RC Car,94.75,93,3-6,Lego
23400,Lego Set,59.32,33,4-7,Lego
23402,Puzzle,9.25,62,9-15,Lego
23438,Building Blocks,34.4,96,4-7,Lego
23459,Dollhouse,13.65,14,9-15,Lego
23468,Teddy Bear,7.43,75,2-5,Lego
23480,Building Blocks,15.01,66,9-15,Lego
23494,Dollhouse,91.41,95,4-7,Lego
23514,Puzzle,90.94,14,7-14,Lego
23515,Dollhouse,98.23,64,9-15,Lego
23519,RC Car,88.12,93,4-7,Lego
23521,Action Figure,40.3,75,4-7,Lego
23525,Board Game,27.54,34,1-3,Lego
23535,Lego Set,72.58,86,9-15,Lego
23545,Teddy Bear,32.78,41,8-14,Lego
23553,Lego Set,40.24,12,1-3,Lego
23560,Building Blocks,6.89,84,6-12,Lego
23576,Dollhouse,27.5,74,9-15,Lego
23586,Dollhouse,31.27,29,8-14,Lego
23588,Puzzle,73.64,27,3-6,Lego
23612,Dollhouse,90.73,66,3-6,Lego
23616,Water Gun,77.02,27,6-12,Lego
23623,Dollhouse,22.12,64,9-15,Lego
23624,Lego Set,26.67,84,6-12,Lego
23634,Water Gun,75.61,84,1-3,Lego
23635,Board Game,70.92,1,1-3,Lego
23648,Puzzle,98.78,48,4-7,Lego
23658,Water Gun,12.99,54,9-15,Lego
23692,Building Blocks,6.64,5,5-10,Lego
23694,Action Figure,68.13,27,6-12,Lego
23695,Action Figure,31.77,65,2-5,Lego
23698,RC Car,23.56,20,2-5,Lego
23700,Teddy Bear,18.32,33,2-5,Lego
23704,Action Figure,64.61,61,2-5,Lego
23706,Action Figure,74.11,56,5-10,Lego
23716,Water Gun,29.52,100,5-10,Lego
23731,Puzzle,10.57,62,6-12,Lego
23732,Puzzle,69.98,18,6-12,Lego
23736,Dollhouse,98.87,41,6-12,Lego
23739,Water Gun,47.04,42,1-3,Lego
23750,Puzzle,38.58,22,9-15,Lego
23756,Puzzle,13.13,84,1-3,Lego
23757,Action Figure,63.27,60,7-14,Lego
23769,Lego Set,66.33,45,3-6,Lego
23772,Action Figure,66.83,19,8-14,Lego
23790,Teddy Bear,88.97,31,7-14,Lego
23792,Dollhouse,85.83,23,6-12,Lego
23794,RC Car,91.83,74,7-14,Lego
23838,RC Car,27.58,71,6-12,Lego
23840,RC Car,5.36,28,8-14,Lego
23843,Teddy Bear,29.6,64,7-14,Lego
23850,Building Blocks,68.48,41,3-6,Lego
23853,Lego Set,39.19,61,3-6,Lego
23856,Dollhouse,53.61,95,2-5,Lego
23869,Board Game,90.1,69,5-10,Lego
23873,Teddy Bear,64.02,31,1-3,Lego
23886,Board Game,48.97,14,4-7,Lego
23890,Lego Set,67.77,29,1-3,Lego
23891,Puzzle,95.56,17,6-12,Lego
23910,Stuffed Elephant,86.97,55,9-15,Lego
23911,Stuffed Elephant,29.69,43,7-14,Lego
23923,Building Blocks,40.93,53,8-14,Lego
23931,Lego Set,27.88,72,5-10,Lego
23948,RC Car,47.92,93,1-3,Lego
23953,Lego Set,83.79,14,8-14,Lego
23954,Water Gun,64.14,99,5-10,Lego
23955,Stuffed Elephant,5.95,36,8-14,Lego
23957,Board Game,75.78,92,4-7,Lego
23958,Dollhouse,86.31,47,3-6,Lego
23959,Teddy Bear,54.71,61,2-5,Lego
23966,Teddy Bear,6.89,15,4-7,Lego
23973,Puzzle,45.95,26,2-5,Lego
23977,Board Game,57.23,11,2-5,Lego
23983,Puzzle,66.75,95,2-5,Lego
24007,Dollhouse,16.1,19,6-12,Lego
24011,RC Car,98.88,74,8-14,Lego
24013,Puzzle,22.72,68,3-6,Lego
24026,Stuffed Elephant,85.26,76,1-3,Lego
24054,Stuffed Elephant,50.69,62,2-5,Lego
24060,RC Car,46.5,7,1-3,Lego
24066,Water Gun,62.11,32,4-7,Lego
24074,RC Car,9.6,44,5-10,Lego
24100,Teddy Bear,21.95,31,4-7,Lego
24109,Teddy Bear,28.31,26,9-15,Lego
24114,RC Car,53.78,71,2-5,Lego
24117,Teddy Bear,83.72,11,5-10,Lego
24135,Teddy Bear,86.92,92,3-6,Lego
24138,Lego Set,63.34,47,9-15,Lego
24139,Board Game,23.43,26,8-14,Lego
24157,Board Game,45.99,56,7-14,Lego
24164,Water Gun,97.59,48,3-6,Lego
24172,Action Figure,91.3,37,7-14,Lego
24177,Board Game,44.64,14,4-7,Lego
24182,Lego Set,58.15,47,6-12,Lego
24186,Teddy Bear,54.8,96,9-15,Lego
24210,Dollhouse,14.41,69,1-3,Lego
24213,Lego Set,98.97,21,3-6,Lego
24226,Stuffed Elephant,6.17,55,9-15,Lego
24244,Board Game,47.18,24,2-5,Lego
24249,Building Blocks,44.81,76,4-7,Lego
24259,Teddy Bear,91.45,11,2-5,Lego
24261,Teddy Bear,40.29,76,7-14,Lego
24270,Building Blocks,6.92,9,8-14,Lego
24274,RC Car,46.58,65,3-6,Lego
24279,Puzzle,64.03,70,9-15,Lego
24281,Dollhouse,86.86,98,8-14,Lego
24282,RC Car,71.35,92,3-6,Lego
24301,Board Game,25.19,82,7-14,Lego
24307,RC Car,70.93,47,1-3,Lego
24323,Dollhouse,34.47,7,4-7,Lego
24329,Dollhouse,36.81,27,8-14,Lego
24337,Board Game,35.25,33,6-12,Lego
24339,Building Blocks,87.13,100,9-15,Lego
24340,Puzzle,20.96,56,6-12,Lego
24344,Puzzle,44.05,63,3-6,Lego
24377,Action Figure,39.47,72,2-5,Lego
24384,Puzzle,51.99,49,6-12,Lego
24389,Stuffed Elephant,58.02,86,8-14,Lego
24391,Dollhouse,40.29,67,6-12,Lego
24411,Action Figure,60.8,100,1-3,Lego
24425,Board Game,83.2,25,9-15,Lego
24463,Dollhouse,73.2,54,5-10,Lego
24464,Water Gun,87.74,70,2-5,Lego
24472,Dollhouse,23.09,77,1-3,Lego
24479,Teddy Bear,68.04,99,4-7,Lego
24484,Water Gun,92.79,77,3-6,Lego
24508,Teddy Bear,99.24,98,7-14,Lego
24510,Action Figure,59.51,92,2-5,Lego
24514,Building Blocks,41.15,54,3-6,Lego
24518,Action Figure,62.62,90,9-15,Lego
24553,Teddy Bear,13.29,32,3-6,Lego
24555,Lego Set,24.52,91,5-10,Lego
24580,Teddy Bear,9.65,64,6-12,Lego
24594,Dollhouse,60.82,44,8-14,Lego
24595,Board Game,77.89,96,8-14,Lego
24604,Teddy Bear,9.44,98,8-14,Lego
24609,Dollhouse,24.25,99,7-14,Lego
24610,Dollhouse,75.34,41,9-15,Lego
24617,Action Figure,30.96,39,8-14,Lego
24622,Puzzle,77.36,51,8-14,Lego
24641,Stuffed Elephant,40.42,61,3-6,Lego
24659,Lego Set,77.0,61,5-10,Lego
24677,Dollhouse,62.96,99,8-14,Lego
24698,Dollhouse,60.56,5,1-3,Lego
24703,Dollhouse,75.16,69,4-7,Lego
24710,RC Car,64.85,44,7-14,Lego
24711,Stuffed Elephant,21.39,54,7-14,Lego
24712,Teddy Bear,98.72,95,8-14,Lego
24732,Action Figure,57.12,27,1-3,Lego
24737,Board Game,43.71,81,9-15,Lego
24742,RC Car,74.47,52,5-10,Lego
24747,Board Game,99.56,58,7-14,Lego
24767,Puzzle,86.4,28,4-7,Lego
24773,Water Gun,60.97,44,1-3,Lego
24786,Board Game,36.59,56,4-7,Lego
24787,Puzzle,22.65,99,7-14,Lego
24793,Dollhouse,67.85,89,1-3,Lego
24802,Board Game,12.67,74,5-10,Lego
24803,Stuffed Elephant,24.9,64,6-12,Lego
24815,Dollhouse,96.93,34,9-15,Lego
24820,Teddy Bear,64.99,2,1-3,Lego
24826,Teddy Bear,37.95,88,2-5,Lego
24846,Lego Set,47.56,73,1-3,Lego
24848,Lego Set,53.59,32,4-7,Lego
24853,Lego Set,92.47,59,1-3,Lego
24869,Action Figure,24.51,58,2-5,Lego
24877,Puzzle,38.77,76,9-15,Lego
24880,Stuffed Elephant,67.05,46,7-14,Lego
24909,Teddy Bear,23.4,72,9-15,Lego
24918,RC Car,26.73,12,7-14,Lego
24924,Action Figure,50.08,59,4-7,Lego
24929,RC Car,36.99,90,9-15,Lego
24943,Building Blocks,94.37,90,7-14,Lego
24951,Lego Set,28.51,46,2-5,Lego
24980,Lego Set,16.47,37,6-12,Lego
24983,Board Game,87.16,47,3-6,Lego
24990,Teddy Bear,18.12,5,6-12,Lego
25003,RC Car,71.87,23,8-14,Lego
25004,Lego Set,44.1,30,4-7,Lego
25036,Teddy Bear,17.47,22,9-15,Lego
25047,Dollhouse,69.97,90,1-3,Lego
25083,Lego Set,56.04,64,8-14,Lego
25088,Board Game,41.68,50,8-14,Lego
25100,Water Gun,57.51,59,8-14,Lego
25109,RC Car,24.99,100,9-15,Lego
25110,Building Blocks,24.19,73,3-6,Lego
25126,Board Game,36.06,57,8-14,Lego
25155,RC Car,80.77,63,6-12,Lego
25172,Puzzle,56.9,11,7-14,Lego
25186,Lego Set,41.98,14,1-3,Lego
25219,Stuffed Elephant,83.48,79,8-14,Lego
25249,Board Game,14.17,31,2-5,Lego
25253,Puzzle,33.28,81,7-14,Lego
25254,RC Car,46.3,32,9-15,Lego
25288,RC Car,82.19,89,8-14,Lego
25295,RC Car,36.05,25,2-5,Lego
25304,Dollhouse,42.84,7,9-15,Lego
25316,Stuffed Elephant,32.39,4,6-12,Lego
25318,Lego Set,67.01,90,7-14,Lego
25328,RC Car,19.33,11,5-10,Lego
25333,Puzzle,71.02,43,2-5,Lego
25336,Board Game,35.18,36,7-14,Lego
25338,Building Blocks,76.65,59,6-12,Lego
25344,Teddy Bear,92.43,8,7-14,Lego
25350,Teddy Bear,54.96,22,9-15,Lego
25363,Puzzle,15.15,2,8-14,Lego
25365,RC Car,60.63,74,3-6,Lego
25372,Water Gun,72.31,88,4-7,Lego
25390,Water Gun,12.11,34,3-6,Lego
25402,RC Car,46.35,1,8-14,Lego
25416,Dollhouse,16.6,83,7-14,Lego
25422,Lego Set,77.32,33,1-3,Lego
25424,Water Gun,27.17,68,7-14,Lego
25426,Dollhouse,43.69,28,7-14,Lego
25438,Stuffed Elephant,6.98,37,2-5,Lego
25448,Lego Set,29.89,77,9-15,Lego
25464,Dollhouse,56.53,36,8-14,Lego
25469,Stuffed Elephant,18.72,16,4-7,Lego
25473,Water Gun,59.81,98,2-5,Lego
25482,Action Figure,78.02,88,6-12,Lego
25483,Puzzle,80.07,10,2-5,Lego
25496,Puzzle,55.24,7,6-12,Lego
25499,Dollhouse,56.04,5,6-12,Lego
25512,Building Blocks,89.21,19,2-5,Lego
25527,Dollhouse,58.18,81,6-12,Lego
25545,Building Blocks,88.02,78,5-10,Lego
25549,RC Car,18.45,39,5-10,Lego
25556,Teddy Bear,25.29,41,6-12,Lego
25558,Lego Set,24.08,37,3-6,Lego
25584,RC Car,76.28,14,9-15,Lego
25592,Water Gun,33.69,83,2-5,Lego
25593,Lego Set,70.1,84,9-15,Lego
25594,Teddy Bear,74.67,26,9-15,Lego
25597,Water Gun,44.6,40,4-7,Lego
25620,Building Blocks,73.54,94,2-5,Lego
25653,RC Car,96.24,86,8-14,Lego
25679,RC Car,40.49,58,6-12,Lego
25681,Dollhouse,34.38,21,2-5,Lego
25684,Lego Set,12.54,74,5-10,Lego
25685,Board Game,15.86,28,5-10,Lego
25701,Dollhouse,59.2,92,1-3,Lego
25720,Board Game,71.19,15,9-15,Lego
25726,Stuffed Elephant,6.74,46,5-10,Lego
25730,Water Gun,46.72,89,6-12,Lego
25744,Building Blocks,66.23,68,3-6,Lego
25745,Board Game,58.69,6,1-3,Lego
25752,Building Blocks,33.45,12,5-10,Lego
25765,Teddy Bear,10.41,45,8-14,Lego
25777,Lego Set,71.02,82,2-5,Lego
25785,Board Game,35.69,41,3-6,Lego
25804,Puzzle,61.82,23,7-14,Lego
25811,Building Blocks,36.45,61,6-12,Lego
25823,Water Gun,78.01,91,5-10,Lego
25837,Stuffed Elephant,77.05,81,1-3,Lego
25840,Board Game,26.41,6,7-14,Lego
25841,Board Game,79.27,48,2-5,Lego
25851,Teddy Bear,5.87,95,4-7,Lego
25883,Lego Set,67.99,97,4-7,Lego
25886,RC Car,80.05,54,9-15,Lego
25889,Dollhouse,78.38,45,2-5,Lego
25899,Building Blocks,49.99,97,4-7,Lego
25901,Lego Set,73.13,40,1-3,Lego
25902,Teddy Bear,17.91,88,5-10,Lego
25905,Puzzle,19.99,20,6-12,Lego
25908,Water Gun,87.28,13,5-10,Lego
25911,Water Gun,86.13,35,4-7,Lego
25918,Board Game,64.99,98,9-15,Lego
25924,Stuffed Elephant,69.21,57,9-15,Lego
25940,Teddy Bear,97.2,99,5-10,Lego
25944,RC Car,27.85,76,3-6,Lego
25949,Teddy Bear,96.4,29,2-5,Lego
25970,RC Car,12.57,86,9-15,Lego
25977,Puzzle,17.33,91,5-10,Lego
25978,Stuffed Elephant,39.61,63,7-14,Lego
25984,Stuffed Elephant,30.53,99,4-7,Lego
25985,Water Gun,11.63,78,5-10,Lego
25995,Lego Set,76.5,15,1-3,Lego
26003,Teddy Bear,16.78,99,2-5,Lego
26024,Lego Set,39.24,71,1-3,Lego
26045,Lego Set,39.18,11,3-6,Lego
26073,Stuffed Elephant,24.72,69,2-5,Lego
26075,Stuffed Elephant,73.63,31,4-7,Lego
26083,RC Car,25.4,31,5-10,Lego
26100,Water Gun,12.53,55,7-14,Lego
26113,Teddy Bear,17.02,59,1-3,Lego
26134,Building Blocks,87.21,27,6-12,Lego
26136,Puzzle,42.01,6,7-14,Lego
26146,RC Car,92.65,55,8-14,Lego
26162,Stuffed Elephant,52.13,23,8-14,Lego
26172,Water Gun,5.83,29,8-14,Lego
26199,Building Blocks,10.96,76,6-12,Lego
26208,Teddy Bear,67.27,43,3-6,Lego
26213,Water Gun,84.56,26,3-6,Lego
26216,Board Game,67.23,7,7-14,Lego
26224,Teddy Bear,95.71,22,3-6,Lego
26231,Water Gun,46.08,71,1-3,Lego
26242,Board Game,32.79,89,7-14,Lego
26245,RC Car,47.88,85,5-10,Lego
26261,Stuffed Elephant,57.76,26,8-14,Lego
26289,Board Game,98.23,89,8-14,Lego
26295,Puzzle,90.39,74,5-10,Lego
26302,Lego Set,38.9,91,1-3,Lego
26303,Puzzle,72.39,35,6-12,Lego
26309,Puzzle,23.73,8,7-14,Lego
26332,Teddy Bear,22.39,94,2-5,Lego
26339,Stuffed Elephant,85.71,96,8-14,Lego
26349,Action Figure,42.42,64,3-6,Lego
26356,Building Blocks,54.45,99,2-5,Lego
26364,RC Car,94.99,36,2-5,Lego
26372,Dollhouse,85.17,29,6-12,Lego
26385,Action Figure,53.68,96,8-14,Lego
26401,Water Gun,80.9,32,9-15,Lego
26416,Puzzle,8.64,2,1-3,Lego
26423,Building Blocks,52.22,81,2-5,Lego
26428,Lego Set,71.5,93,2-5,Lego
26436,Board Game,51.9,52,7-14,Lego
26442,Action Figure,37.11,33,6-12,Lego
26449,Water Gun,62.86,38,9-15,Lego
26450,Lego Set,92.2,26,6-12,Lego
26479,Lego Set,35.88,86,1-3,Lego
26495,Dollhouse,91.28,32,8-14,Lego
26511,Board Game,48.62,18,4-7,Lego
26534,Building Blocks,39.98,65,3-6,Lego
26544,Building Blocks,13.65,40,3-6,Lego
26556,Lego Set,42.54,87,8-14,Lego
26567,Puzzle,32.88,64,7-14,Lego
26574,Building Blocks,28.74,5,4-7,Lego
26587,Dollhouse,45.46,94,7-14,Lego
26588,Lego Set,51.18,90,4-7,Lego
26590,Building Blocks,39.13,5,7-14,Lego
26610,Lego Set,22.93,54,6-12,Lego
26611,Puzzle,57.51,64,7-14,Lego
26614,Water Gun,40.13,58,8-14,Lego
26624,Teddy Bear,22.22,85,6-12,Lego
