SKU,Toy Name,Price,Quantity,Age Range,Manufacturer
9973,Action Figure,41.2,65,6-12,Lego
9974,Stuffed Elephant,51.21,30,3-6,BrainGames
9975,Puzzle,33.87,71,1-3,BuildIt
9976,Lego Set,10.61,82,3-6,SplashToys
9977,Stuffed Elephant,85.66,43,6-12,ToyCo
9978,RC Car,93.22,81,4-7,SplashToys
9979,Action Figure,72.76,84,5-10,SplashToys
9980,Teddy Bear,38.61,48,8-14,BuildIt
9981,Teddy Bear,48.72,98,4-7,ToyCo
9982,Building Blocks,8.25,50,8-14,ToyLand
9983,Stuffed Elephant,97.76,72,3-6,BrainGames
9984,Action Figure,51.31,17,6-12,Lego
9985,Teddy Bear,95.46,9,3-6,SplashToys
9986,Water Gun,24.62,69,1-3,BrainGames
9987,Dollhouse,94.5,50,5-10,ToyLand
9988,Board Game,43.95,38,4-7,ToyCo
9989,Stuffed Elephant,15.13,66,2-5,PlayHouse
9990,Building Blocks,88.21,75,2-5,Speedsters
9991,Dollhouse,96.93,19,7-14,BuildIt
9992,Teddy Bear,37.28,57,8-14,FunGames
9993,Puzzle,99.03,2,2-5,HeroToys
9994,Stuffed Elephant,13.87,98,3-6,BuildIt
9995,Dollhouse,24.42,91,5-10,SplashToys
9996,Lego Set,17.81,84,2-5,Speedsters
9997,Water Gun,12.08,67,7-14,ToyLand
9998,Board Game,88.15,95,2-5,ToyCo
9999,Puzzle,56.33,42,2-5,Lego
10000,Puzzle,55.7,66,9-15,HeroToys
10001,RC Car,35.92,99,3-6,HeroToys
10002,Puzzle,73.49,64,3-6,ToyCo
10003,Puzzle,71.3,38,5-10,ToyLand
10004,Action Figure,68.66,87,1-3,BuildIt
10005,Board Game,16.19,61,4-7,Speedsters
10006,Dollhouse,52.01,89,1-3,FunGames
10007,Dollhouse,46.95,82,9-15,PlayHouse
10008,Lego Set,29.12,61,5-10,SplashToys
10009,Action Figure,30.24,6,9-15,FunGames
10010,Dollhouse,6.57,37,3-6,PlayHouse
10011,Water Gun,25.72,92,1-3,Lego
10012,Dollhouse,70.78,76,3-6,BuildIt
10013,Board Game,43.59,48,2-5,Speedsters
10014,Puzzle,47.25,17,2-5,FunGames
10015,Stuffed Elephant,60.62,48,4-7,BuildIt
10016,Board Game,47.77,56,2-5,SplashToys
10017,Stuffed Elephant,55.96,5,5-10,HeroToys
10018,Stuffed Elephant,83.93,18,4-7,FunGames
10019,Water Gun,89.32,23,7-14,PlayHouse
10020,Board Game,17.32,34,7-14,FunGames
10021,Board Game,93.25,41,8-14,ToyCo
10022,Water Gun,27.15,72,2-5,BrainGames
10023,Dollhouse,78.97,14,7-14,BrainGames
10024,Action Figure,96.43,81,6-12,ToyCo
10025,Dollhouse,50.29,15,8-14,ToyCo
10026,Building Blocks,48.26,81,5-10,ToyLand
10027,Stuffed Elephant,69.9,91,3-6,FunGames
10028,Dollhouse,24.55,13,6-12,Lego
10029,Stuffed Elephant,94.54,29,2-5,SplashToys
10030,Board Game,79.21,71,6-12,ToyLand
10031,Dollhouse,87.7,12,3-6,BuildIt
10032,Dollhouse,80.0,52,7-14,BrainGames
10033,Water Gun,8.58,45,9-15,PlayHouse
10034,RC Car,32.83,22,7-14,BrainGames
10035,Lego Set,80.72,11,7-14,BrainGames
10036,Stuffed Elephant,37.48,18,2-5,BrainGames
10037,Building Blocks,37.01,76,5-10,Lego
10038,Building Blocks,43.59,78,1-3,BuildIt
10039,Action Figure,36.07,92,7-14,ToyLand
10040,Action Figure,25.24,61,1-3,Speedsters
10041,Board Game,16.38,1,5-10,HeroToys
10042,Board Game,40.26,87,2-5,BrainGames
10043,Building Blocks,29.34,9,3-6,SplashToys
10044,Building Blocks,17.68,59,5-10,ToyCo
10045,Water Gun,76.63,93,7-14,BrainGames
10046,Teddy Bear,42.61,16,7-14,SplashToys
10047,Dollhouse,6.08,20,4-7,BrainGames
10048,Lego Set,35.17,80,6-12,BuildIt
10049,Lego Set,45.61,34,7-14,BuildIt
10050,Building Blocks,47.25,48,7-14,SplashToys
10051,Lego Set,11.64,86,2-5,BuildIt
10052,Dollhouse,59.14,15,5-10,Speedsters
10053,Building Blocks,27.46,91,8-14,ToyLand
10054,Water Gun,93.14,12,3-6,ToyCo
10055,Action Figure,86.52,47,4-7,BrainGames
10056,Water Gun,9.18,34,6-12,Speedsters
10057,RC Car,36.13,1,9-15,ToyCo
10058,Building Blocks,39.06,67,8-14,SplashToys
10059,Teddy Bear,13.07,9,9-15,FunGames
10060,RC Car,84.2,30,4-7,FunGames
10061,Teddy Bear,63.38,37,2-5,Speedsters
10062,Board Game,75.97,75,4-7,ToyLand
10063,Lego Set,53.85,60,6-12,SplashToys
10064,Puzzle,92.39,23,1-3,HeroToys
10065,Teddy Bear,82.45,18,4-7,SplashToys
10066,Teddy Bear,57.26,47,3-6,FunGames
10067,Water Gun,11.34,76,8-14,Speedsters
10068,Action Figure,35.65,10,3-6,BrainGames
10069,Lego Set,89.27,90,7-14,HeroToys
10070,Dollhouse,92.72,6,8-14,HeroToys
10071,Puzzle,20.54,61,4-7,PlayHouse
10072,RC Car,52.71,98,8-14,Lego
10073,Teddy Bear,8.53,92,8-14,Speedsters
10074,Teddy Bear,51.79,71,7-14,BuildIt
10075,RC Car,41.34,40,2-5,PlayHouse
10076,Action Figure,74.27,40,2-5,BuildIt
10077,Teddy Bear,94.33,80,3-6,Speedsters
10078,Puzzle,36.06,76,3-6,ToyCo
10079,Lego Set,72.56,61,1-3,BrainGames
10080,Action Figure,12.08,70,3-6,FunGames
10081,Action Figure,99.14,75,9-15,FunGames
10082,Stuffed Elephant,29.79,43,1-3,PlayHouse
10083,Dollhouse,64.79,45,4-7,BuildIt
10084,Water Gun,32.97,26,1-3,BuildIt
10085,Board Game,68.47,64,8-14,FunGames
10086,Lego Set,99.24,82,5-10,PlayHouse
10087,Lego Set,18.98,41,3-6,PlayHouse
10088,Puzzle,67.4,51,8-14,SplashToys
10089,Lego Set,82.88,57,9-15,HeroToys
10090,Puzzle,93.99,75,9-15,SplashToys
10091,Stuffed Elephant,16.16,44,1-3,Speedsters
10092,Board Game,69.26,49,6-12,Lego
10093,Teddy Bear,75.79,79,6-12,BrainGames
10094,Building Blocks,81.12,23,8-14,Lego
10095,Lego Set,10.21,14,8-14,HeroToys
10096,Action Figure,27.58,20,6-12,ToyCo
10097,Action Figure,90.84,13,6-12,Lego
10098,Board Game,99.64,99,9-15,Lego
10099,Water Gun,58.08,60,2-5,FunGames
10100,Puzzle,61.54,62,2-5,ToyCo
10101,Stuffed Elephant,62.85,66,6-12,ToyCo
10102,Teddy Bear,24.64,80,2-5,ToyLand
10103,Board Game,59.68,55,6-12,Lego
10104,Board Game,79.33,82,6-12,BrainGames
10105,Building Blocks,25.97,27,7-14,ToyLand
10106,Puzzle,13.31,84,4-7,ToyCo
10107,Board Game,11.25,25,9-15,Lego
10108,Stuffed Elephant,86.8,1,3-6,PlayHouse
10109,Building Blocks,14.9,76,5-10,HeroToys
10110,Building Blocks,38.42,12,1-3,Speedsters
10111,Action Figure,59.31,82,9-15,SplashToys
10112,Stuffed Elephant,75.31,55,8-14,SplashToys
10113,Action Figure,6.5,41,3-6,ToyCo
10114,RC Car,17.11,6,9-15,ToyLand
10115,Building Blocks,27.88,93,9-15,FunGames
10116,Lego Set,65.23,99,5-10,HeroToys
10117,Building Blocks,91.99,89,7-14,BuildIt
10118,RC Car,51.33,64,5-10,BrainGames
10119,Building Blocks,7.81,48,8-14,BrainGames
10120,RC Car,74.64,67,1-3,Lego
10121,RC Car,15.78,63,6-12,BrainGames
10122,Water Gun,70.77,38,3-6,Lego
10123,Water Gun,29.87,72,5-10,Speedsters
10124,Teddy Bear,87.78,19,4-7,HeroToys
10125,RC Car,20.33,61,9-15,ToyCo
10126,Building Blocks,59.34,30,4-7,ToyLand
10127,Building Blocks,30.28,86,5-10,SplashToys
10128,Building Blocks,87.7,85,2-5,BrainGames
10129,Action Figure,94.28,38,4-7,ToyLand
10130,Water Gun,95.43,14,2-5,SplashToys
10131,Puzzle,57.71,52,9-15,SplashToys
10132,Teddy Bear,72.87,95,4-7,ToyLand
10133,Puzzle,90.3,7,8-14,Speedsters
10134,RC Car,79.55,14,2-5,BrainGames
10135,Dollhouse,51.59,75,5-10,ToyLand
10136,Puzzle,69.11,69,9-15,HeroToys
10137,Stuffed Elephant,57.29,45,9-15,FunGames
10138,Water Gun,78.04,23,1-3,HeroToys
10139,RC Car,35.46,66,9-15,BuildIt
10140,Board Game,81.65,84,7-14,HeroToys
10141,Dollhouse,48.44,56,7-14,BrainGames
10142,Teddy Bear,86.43,82,8-14,BrainGames
10143,Action Figure,51.72,31,7-14,HeroToys
10144,Water Gun,40.72,35,4-7,Lego
10145,Board Game,12.07,66,5-10,BrainGames
10146,RC Car,24.29,52,9-15,FunGames
10147,Lego Set,42.16,62,6-12,BrainGames
10148,Dollhouse,70.65,82,6-12,SplashToys
10149,Water Gun,43.54,7,7-14,ToyLand
10150,Water Gun,70.96,23,9-15,Lego
10151,Puzzle,90.57,10,7-14,Lego
10152,Dollhouse,70.15,90,6-12,FunGames
10153,Dollhouse,78.91,74,9-15,BuildIt
10154,RC Car,68.98,73,6-12,Speedsters
10155,Dollhouse,56.66,33,2-5,ToyLand
10156,Stuffed Elephant,19.56,9,5-10,FunGames
10157,Stuffed Elephant,7.77,88,3-6,Lego
10158,Building Blocks,46.37,6,2-5,Lego
10159,Teddy Bear,54.98,64,1-3,SplashToys
10160,Water Gun,79.91,34,9-15,ToyCo
10161,Lego Set,51.22,58,5-10,HeroToys
10162,Lego Set,69.6,33,3-6,BrainGames
10163,Building Blocks,19.84,73,3-6,SplashToys
10164,RC Car,30.64,16,6-12,SplashToys
10165,Dollhouse,60.75,9,2-5,PlayHouse
10166,Action Figure,55.95,56,3-6,ToyCo
10167,Stuffed Elephant,86.62,96,4-7,FunGames
10168,Board Game,69.59,10,3-6,ToyLand
10169,Board Game,97.31,95,1-3,BuildIt
10170,Dollhouse,6.85,70,5-10,ToyCo
10171,Action Figure,95.93,39,2-5,PlayHouse
10172,Board Game,46.67,45,4-7,ToyCo
10173,Stuffed Elephant,71.44,89,2-5,ToyLand
10174,Teddy Bear,85.96,3,6-12,FunGames
10175,Action Figure,30.66,78,5-10,Lego
10176,Puzzle,5.45,9,5-10,PlayHouse
10177,Dollhouse,19.86,48,9-15,PlayHouse
10178,Lego Set,88.18,65,6-12,BrainGames
10179,Lego Set,44.6,38,4-7,BrainGames
10180,Dollhouse,95.16,54,2-5,PlayHouse
10181,Stuffed Elephant,11.17,57,1-3,Lego
10182,Action Figure,58.05,93,4-7,BrainGames
10183,Puzzle,59.13,97,4-7,BrainGames
10184,Puzzle,32.45,10,7-14,FunGames
10185,Water Gun,29.01,2,8-14,Speedsters
10186,Action Figure,68.96,16,4-7,PlayHouse
10187,RC Car,29.32,40,2-5,PlayHouse
10188,Building Blocks,79.21,44,6-12,BuildIt
10189,Board Game,37.7,36,4-7,FunGames
10190,RC Car,22.14,73,1-3,BuildIt
10191,Teddy Bear,96.48,80,9-15,SplashToys
10192,RC Car,99.54,22,6-12,Lego
10193,Water Gun,59.92,73,2-5,Lego
10194,Water Gun,47.89,65,3-6,BuildIt
10195,Teddy Bear,73.61,37,7-14,Lego
10196,Lego Set,41.23,46,9-15,SplashToys
10197,Puzzle,75.37,57,1-3,PlayHouse
10198,Stuffed Elephant,47.44,16,3-6,Lego
10199,Stuffed Elephant,8.07,58,4-7,BrainGames
10200,Board Game,64.42,3,3-6,HeroToys
10201,Building Blocks,70.26,95,4-7,FunGames
10202,Action Figure,58.93,81,8-14,ToyLand
10203,Stuffed Elephant,26.62,18,4-7,HeroToys
10204,Board Game,32.24,99,8-14,HeroToys
10205,Board Game,70.44,46,4-7,BrainGames
10206,Water Gun,23.29,7,5-10,Speedsters
10207,Teddy Bear,51.14,6,1-3,HeroToys
10208,Water Gun,19.35,94,3-6,BrainGames
10209,Teddy Bear,82.28,18,2-5,Speedsters
10210,Teddy Bear,28.83,90,1-3,BrainGames
10211,Puzzle,28.72,24,8-14,SplashToys
10212,Board Game,11.86,74,9-15,FunGames
10213,Lego Set,68.85,13,2-5,BuildIt
10214,Stuffed Elephant,55.83,53,6-12,ToyCo
10215,Board Game,71.97,68,4-7,ToyCo
10216,Puzzle,82.13,59,9-15,BuildIt
10217,Stuffed Elephant,21.64,57,4-7,BrainGames
10218,Water Gun,47.18,24,1-3,BrainGames
10219,Water Gun,55.55,16,9-15,PlayHouse
10220,Dollhouse,88.34,56,4-7,Lego
10221,Building Blocks,83.53,99,2-5,Lego
10222,Water Gun,96.1,81,8-14,BuildIt
10223,Water Gun,65.63,87,5-10,Speedsters
10224,Building Blocks,74.63,72,2-5,FunGames
10225,Action Figure,50.1,42,6-12,BuildIt
10226,Board Game,69.67,40,6-12,BrainGames
10227,RC Car,25.17,3,3-6,BrainGames
10228,Puzzle,52.71,71,3-6,Lego
10229,Lego Set,43.64,4,6-12,BuildIt
10230,Puzzle,79.4,97,5-10,Speedsters
10231,Building Blocks,67.06,61,3-6,HeroToys
10232,Puzzle,88.98,98,9-15,ToyCo
10233,Lego Set,47.98,49,4-7,BuildIt
10234,Building Blocks,18.54,2,1-3,ToyCo
10235,Building Blocks,62.49,56,7-14,HeroToys
10236,Lego Set,22.71,99,7-14,Speedsters
10237,Stuffed Elephant,61.17,9,8-14,ToyCo
10238,Dollhouse,98.03,3,6-12,SplashToys
10239,Teddy Bear,39.01,28,6-12,PlayHouse
10240,Puzzle,5.22,81,3-6,ToyCo
10241,Lego Set,53.02,30,3-6,BuildIt
10242,Puzzle,61.47,43,9-15,FunGames
10243,Teddy Bear,10.99,15,4-7,HeroToys
10244,Teddy Bear,20.03,38,4-7,PlayHouse
10245,Dollhouse,63.94,20,9-15,ToyLand
10246,Action Figure,22.92,18,6-12,ToyCo
10247,Building Blocks,19.59,10,6-12,BrainGames
10248,Stuffed Elephant,6.99,40,9-15,Speedsters
10249,Action Figure,46.12,58,3-6,FunGames
10250,Building Blocks,74.02,12,4-7,SplashToys
10251,Building Blocks,53.09,1,5-10,BuildIt
10252,Building Blocks,54.6,30,3-6,FunGames
10253,Stuffed Elephant,99.33,11,1-3,ToyCo
10254,Water Gun,11.71,12,3-6,BuildIt
10255,Building Blocks,97.91,65,3-6,Speedsters
10256,RC Car,83.06,41,6-12,HeroToys
10257,Lego Set,11.62,21,8-14,SplashToys
10258,Building Blocks,45.26,9,7-14,BuildIt
10259,Action Figure,22.19,53,4-7,FunGames
10260,Puzzle,6.85,56,4-7,PlayHouse
10261,Building Blocks,86.86,19,1-3,ToyLand
10262,Teddy Bear,37.29,11,1-3,Lego
10263,Lego Set,96.29,18,5-10,Speedsters
10264,Board Game,82.48,51,2-5,SplashToys
10265,Board Game,24.28,34,2-5,HeroToys
10266,Dollhouse,24.19,44,7-14,ToyCo
10267,RC Car,70.89,16,7-14,BuildIt
10268,Dollhouse,8.98,25,8-14,Speedsters
10269,Building Blocks,71.36,22,3-6,FunGames
10270,Building Blocks,62.25,20,9-15,BuildIt
10271,Board Game,38.4,63,9-15,Speedsters
10272,Building Blocks,36.24,33,6-12,BuildIt
10273,Stuffed Elephant,32.24,52,4-7,SplashToys
10274,Teddy Bear,42.6,38,2-5,ToyLand
10275,Teddy Bear,48.76,5,3-6,FunGames
10276,Teddy Bear,47.08,11,5-10,HeroToys
10277,Water Gun,44.35,13,7-14,Lego
10278,RC Car,85.26,43,8-14,Speedsters
10279,Lego Set,25.07,64,7-14,BrainGames
10280,Building Blocks,65.73,27,1-3,Lego
10281,RC Car,75.54,80,9-15,ToyCo
10282,Building Blocks,42.82,45,1-3,FunGames
10283,Board Game,7.98,43,9-15,Speedsters
10284,Lego Set,84.37,81,3-6,Speedsters
10285,Action Figure,54.17,48,2-5,BrainGames
10286,Stuffed Elephant,44.24,10,4-7,Speedsters
10287,Action Figure,69.78,44,5-10,Speedsters
10288,Stuffed Elephant,72.5,15,5-10,BrainGames
10289,Building Blocks,85.21,8,3-6,ToyLand
10290,Stuffed Elephant,78.66,1,2-5,BrainGames
10291,RC Car,14.93,37,9-15,Speedsters
10292,Board Game,63.48,43,2-5,BrainGames
10293,Teddy Bear,60.32,32,9-15,PlayHouse
10294,Water Gun,64.8,11,9-15,ToyCo
10295,Stuffed Elephant,22.89,75,1-3,ToyLand
10296,Dollhouse,59.76,45,3-6,ToyCo
10297,Water Gun,16.86,99,3-6,Speedsters
10298,Dollhouse,36.34,25,6-12,Lego
10299,Puzzle,36.32,42,6-12,SplashToys
10300,Teddy Bear,31.91,68,6-12,ToyCo
10301,Teddy Bear,51.03,27,1-3,HeroToys
10302,RC Car,82.96,13,3-6,PlayHouse
10303,Dollhouse,21.01,5,5-10,Lego
10304,Water Gun,82.67,33,6-12,ToyLand
10305,RC Car,16.0,16,8-14,HeroToys
10306,Puzzle,71.38,87,1-3,ToyCo
10307,Puzzle,67.44,90,1-3,Speedsters
10308,Board Game,82.34,50,2-5,BrainGames
10309,Water Gun,90.72,87,1-3,ToyLand
10310,Teddy Bear,20.4,50,6-12,Speedsters
10311,Stuffed Elephant,44.45,32,7-14,BrainGames
10312,Puzzle,21.79,74,4-7,Speedsters
10313,Water Gun,73.25,35,4-7,SplashToys
10314,Teddy Bear,59.8,57,6-12,FunGames
10315,Dollhouse,90.78,93,9-15,Speedsters
10316,RC Car,72.89,6,2-5,ToyLand
10317,Stuffed Elephant,11.52,35,2-5,BrainGames
10318,Building Blocks,64.0,53,8-14,HeroToys
10319,Stuffed Elephant,66.52,78,7-14,BuildIt
10320,RC Car,49.6,87,6-12,Lego
10321,Action Figure,29.3,88,8-14,HeroToys
10322,Action Figure,35.88,83,6-12,Lego
10323,Board Game,19.48,64,9-15,Lego
10324,Teddy Bear,23.76,55,2-5,Speedsters
10325,Stuffed Elephant,62.15,73,5-10,BuildIt
10326,Board Game,34.72,58,2-5,Lego
10327,Teddy Bear,78.92,5,3-6,Speedsters
10328,Action Figure,88.88,49,4-7,ToyLand
10329,Action Figure,74.08,98,3-6,PlayHouse
10330,Board Game,23.79,73,7-14,HeroToys
10331,Lego Set,78.75,75,5-10,PlayHouse
10332,Building Blocks,9.24,37,8-14,SplashToys
10333,Building Blocks,92.74,20,2-5,ToyCo
10334,Water Gun,86.53,91,5-10,FunGames
10335,RC Car,74.38,86,7-14,SplashToys
10336,Water Gun,39.92,47,2-5,PlayHouse
10337,Water Gun,31.96,20,8-14,ToyLand
10338,Dollhouse,52.6,31,8-14,FunGames
10339,Board Game,66.6,28,9-15,ToyCo
10340,Water Gun,17.59,39,1-3,BrainGames
10341,Teddy Bear,24.38,24,1-3,ToyCo
10342,RC Car,90.12,12,1-3,Speedsters
10343,Stuffed Elephant,69.9,42,6-12,ToyLand
10344,Stuffed Elephant,63.93,76,3-6,BuildIt
10345,Dollhouse,58.57,53,9-15,BuildIt
10346,Water Gun,46.33,82,2-5,ToyCo
10347,Water Gun,85.98,79,4-7,BuildIt
10348,Puzzle,23.62,56,3-6,ToyCo
10349,Lego Set,12.24,5,9-15,Lego
10350,Lego Set,38.43,79,6-12,BuildIt
10351,Action Figure,48.26,64,8-14,BrainGames
10352,RC Car,19.67,73,4-7,ToyLand
10353,Stuffed Elephant,71.58,53,8-14,HeroToys
10354,Puzzle,16.07,44,3-6,Speedsters
10355,RC Car,92.37,29,8-14,SplashToys
10356,Teddy Bear,56.14,28,1-3,ToyCo
10357,Stuffed Elephant,9.95,10,8-14,BuildIt
10358,Stuffed Elephant,36.97,85,5-10,Lego
10359,Puzzle,99.74,1,9-15,Lego
10360,Dollhouse,88.87,91,5-10,SplashToys
10361,Puzzle,86.73,57,5-10,HeroToys
10362,Teddy Bear,74.16,90,4-7,ToyCo
10363,Action Figure,34.77,60,4-7,ToyLand
10364,Lego Set,90.46,41,5-10,BuildIt
10365,Stuffed Elephant,83.13,76,3-6,PlayHouse
10366,Water Gun,11.29,100,6-12,ToyCo
10367,Lego Set,41.44,98,7-14,ToyCo
10368,Water Gun,81.05,51,2-5,Speedsters
10369,Stuffed Elephant,56.82,6,2-5,ToyLand
10370,Stuffed Elephant,67.68,22,4-7,HeroToys
10371,Dollhouse,18.64,4,3-6,HeroToys
10372,Building Blocks,64.27,49,8-14,FunGames
10373,Puzzle,65.98,3,7-14,Lego
10374,RC Car,23.2,6,2-5,Lego
10375,Action Figure,60.12,83,3-6,ToyCo
10376,Puzzle,25.76,79,9-15,BuildIt
10377,Action Figure,53.59,58,8-14,HeroToys
10378,Stuffed Elephant,86.18,32,6-12,Speedsters
10379,Dollhouse,96.95,26,5-10,PlayHouse
10380,Board Game,49.12,60,2-5,SplashToys
10381,Puzzle,71.53,68,5-10,Speedsters
10382,Lego Set,29.77,98,7-14,ToyCo
10383,Lego Set,43.26,76,9-15,Speedsters
10384,Teddy Bear,69.19,85,7-14,SplashToys
10385,Action Figure,76.77,16,4-7,ToyLand
10386,Action Figure,62.68,33,3-6,SplashToys
10387,Water Gun,83.45,95,9-15,FunGames
10388,Lego Set,24.72,44,1-3,Speedsters
10389,Stuffed Elephant,57.98,8,7-14,BrainGames
10390,Dollhouse,32.44,19,7-14,BrainGames
10391,Lego Set,62.81,19,3-6,BuildIt
10392,Building Blocks,25.45,51,6-12,Lego
10393,Lego Set,21.81,15,1-3,HeroToys
10394,Board Game,83.28,13,1-3,BuildIt
10395,Board Game,53.03,57,1-3,FunGames
10396,Action Figure,25.89,35,9-15,FunGames
10397,Teddy Bear,19.52,74,2-5,Speedsters
10398,Lego Set,72.91,96,6-12,Lego
10399,Water Gun,6.23,31,4-7,BuildIt
10400,Lego Set,96.24,19,9-15,HeroToys
10401,Teddy Bear,95.57,17,7-14,SplashToys
10402,Dollhouse,90.43,100,4-7,Lego
10403,Board Game,52.38,4,7-14,ToyCo
10404,Building Blocks,16.31,63,3-6,Speedsters
10405,Board Game,15.53,50,1-3,Lego
10406,Water Gun,73.08,20,4-7,BuildIt
10407,Dollhouse,45.61,14,7-14,Lego
10408,Water Gun,93.27,10,3-6,FunGames
10409,Dollhouse,66.2,30,9-15,BuildIt
10410,Action Figure,98.92,86,4-7,ToyLand
10411,Teddy Bear,83.97,14,5-10,BuildIt
10412,Building Blocks,72.62,86,1-3,SplashToys
10413,Dollhouse,54.7,91,2-5,FunGames
10414,Dollhouse,48.61,42,6-12,ToyCo
10415,Teddy Bear,6.48,15,4-7,SplashToys
10416,RC Car,71.79,92,4-7,ToyCo
10417,Lego Set,30.62,97,1-3,BrainGames
10418,Puzzle,79.18,78,7-14,Lego
10419,Teddy Bear,69.57,25,5-10,BrainGames
10420,Dollhouse,77.24,66,1-3,BrainGames
10421,Teddy Bear,58.66,54,8-14,HeroToys
10422,Teddy Bear,31.0,43,7-14,SplashToys
10423,Water Gun,97.33,74,9-15,Lego
10424,Dollhouse,88.45,56,6-12,Speedsters
10425,Dollhouse,96.11,84,2-5,Speedsters
10426,Puzzle,82.33,87,1-3,SplashToys
10427,Lego Set,81.4,52,3-6,BuildIt
10428,Puzzle,7.56,73,1-3,ToyCo
10429,Stuffed Elephant,71.93,79,7-14,FunGames
10430,Dollhouse,26.43,31,8-14,Lego
10431,Board Game,97.46,93,1-3,HeroToys
10432,Board Game,8.82,94,1-3,FunGames
10433,Stuffed Elephant,30.52,65,6-12,Speedsters
10434,Water Gun,42.79,98,6-12,BrainGames
10435,Puzzle,87.86,57,4-7,PlayHouse
10436,Stuffed Elephant,34.74,70,2-5,SplashToys
10437,Teddy Bear,56.05,67,7-14,Speedsters
10438,Lego Set,39.14,82,1-3,SplashToys
10439,Water Gun,56.99,20,4-7,PlayHouse
10440,Building Blocks,69.48,16,8-14,PlayHouse
10441,Dollhouse,71.54,23,7-14,ToyLand
10442,Water Gun,16.71,21,7-14,HeroToys
10443,Teddy Bear,62.1,54,5-10,ToyCo
10444,RC Car,41.92,67,5-10,BrainGames
10445,RC Car,6.12,52,1-3,ToyLand
10446,Lego Set,21.46,27,8-14,BrainGames
10447,Action Figure,23.06,30,3-6,HeroToys
10448,Lego Set,59.38,42,2-5,SplashToys
10449,Stuffed Elephant,21.59,44,1-3,Lego
10450,Teddy Bear,82.28,81,7-14,HeroToys
10451,Teddy Bear,33.58,84,9-15,BuildIt
10452,RC Car,96.98,26,6-12,ToyLand
10453,Teddy Bear,25.99,65,2-5,HeroToys
10454,Dollhouse,37.15,24,7-14,Lego
10455,Teddy Bear,83.9,97,6-12,Speedsters
10456,RC Car,49.24,46,5-10,BrainGames
10457,Dollhouse,68.91,27,7-14,ToyCo
10458,Puzzle,73.17,52,8-14,BrainGames
10459,Board Game,84.46,16,2-5,FunGames
10460,Puzzle,83.42,83,7-14,HeroToys
10461,Dollhouse,94.44,91,8-14,SplashToys
10462,RC Car,8.67,1,2-5,BuildIt
10463,Water Gun,97.62,79,5-10,BuildIt
10464,Action Figure,13.06,10,8-14,Speedsters
10465,Teddy Bear,36.71,86,5-10,PlayHouse
10466,Building Blocks,35.27,92,6-12,FunGames
10467,Board Game,44.98,96,7-14,ToyCo
10468,Water Gun,27.31,83,4-7,FunGames
10469,RC Car,67.18,56,5-10,ToyLand
10470,RC Car,13.25,98,9-15,Lego
10471,Dollhouse,28.28,48,1-3,Speedsters
10472,Stuffed Elephant,35.46,38,3-6,SplashToys
10473,Teddy Bear,39.1,52,6-12,FunGames
10474,Building Blocks,16.41,45,6-12,PlayHouse
10475,Board Game,40.71,25,2-5,Speedsters
10476,Puzzle,6.56,1,5-10,ToyLand
10477,Lego Set,79.66,83,4-7,SplashToys
10478,Dollhouse,68.22,70,8-14,Speedsters
10479,Board Game,98.21,32,9-15,ToyCo
10480,Water Gun,13.71,63,8-14,SplashToys
10481,Dollhouse,75.37,4,9-15,HeroToys
10482,Building Blocks,55.99,66,8-14,ToyLand
10483,RC Car,25.61,79,3-6,BrainGames
10484,Board Game,64.64,19,8-14,PlayHouse
10485,Board Game,39.6,64,9-15,BuildIt
10486,Teddy Bear,54.73,40,4-7,BuildIt
10487,Puzzle,58.2,48,4-7,ToyCo
10488,Stuffed Elephant,39.19,64,5-10,ToyCo
10489,Water Gun,18.03,90,8-14,BrainGames
10490,Teddy Bear,5.84,71,4-7,SplashToys
10491,Teddy Bear,54.46,38,2-5,FunGames
10492,Dollhouse,48.7,18,1-3,Lego
10493,Board Game,89.79,59,8-14,HeroToys
10494,Building Blocks,91.09,97,6-12,FunGames
10495,Stuffed Elephant,27.59,32,1-3,PlayHouse
10496,Puzzle,57.9,25,1-3,PlayHouse
10497,Water Gun,37.32,53,4-7,ToyLand
10498,Teddy Bear,16.62,34,1-3,ToyLand
10499,RC Car,98.04,75,1-3,BrainGames
10500,RC Car,67.56,85,9-15,BuildIt
10501,Lego Set,44.51,97,7-14,PlayHouse
10502,Lego Set,18.84,42,3-6,ToyCo
10503,Lego Set,5.96,35,6-12,FunGames
10504,Board Game,76.43,45,3-6,Lego
10505,Lego Set,91.58,23,5-10,Lego
10506,Puzzle,95.56,81,1-3,BrainGames
10507,Teddy Bear,43.69,16,6-12,SplashToys
10508,Water Gun,91.17,5,2-5,Speedsters
10509,Dollhouse,39.33,91,9-15,Speedsters
10510,Water Gun,11.47,8,4-7,PlayHouse
10511,Teddy Bear,37.72,2,2-5,ToyLand
10512,Building Blocks,26.95,92,2-5,Lego
10513,Board Game,35.96,51,7-14,ToyLand
10514,Lego Set,14.6,4,6-12,ToyCo
10515,Building Blocks,33.17,80,4-7,FunGames
10516,Stuffed Elephant,10.29,27,9-15,FunGames
10517,Teddy Bear,94.71,45,8-14,SplashToys
10518,Board Game,33.11,38,3-6,BuildIt
10519,Building Blocks,65.19,96,7-14,BrainGames
10520,RC Car,45.7,9,2-5,ToyCo
10521,Teddy Bear,48.55,30,3-6,BrainGames
